"shot_taker","sumXG","sumGoals","actualShots","goalRate","avgXG"
"2Piece",0.349347753549641,0,1,0,0.349347753549641
"Lj",1.10471626474728,2,7,0.285714285714286,0.157816609249612
"MaJicBear",4.22340701911998,1,7,0.142857142857143,0.603343859874283
"Shock",1.43855171601072,1,6,0.166666666666667,0.23975861933512
