"shot_taker","sumXG","sumGoals","actualShots","goalRate","avgXG"
"ApparentlyJack",0.871663534926003,1,2,0.5,0.435831767463002
"itachi",3.48766034024223,3,10,0.3,0.348766034024223
"joreuz",0.757842460353466,1,4,0.25,0.189460615088367
"Stake",1.4253680113526,0,4,0,0.356342002838151
