"","var","rel.inf"
"1","distanceToGoal",18.551000353058
"2","cos_theta_opp_2",12.83922597559
"3","cos_theta_opp_1",12.8052068071553
"4","ball_pos_y",11.7832730453446
"5","ball_vel_y",11.6538298167718
"6","ball_pos_z",9.06428146029968
"7","shot_taker_pos_z",4.30988377943398
"8","ball_vel_z",4.04924174046864
"9","ball_vel_x",2.06510941250326
"10","team_mate_pos_y",1.88827135008222
